term_id,token,term_frequency,document_frequency
582,qəlbi,42,35
583,qələm,42,32
584,sa,42,23
585,sanki,42,29
586,vaxt,42,25
587,vurdu,42,38
588,yaşı,42,35
589,atəşi,41,37
590,başını,41,33
591,candan,41,36
592,cənnət,41,37
593,dağ,41,32
594,dilə,41,28
595,dərdim,41,34
596,el,41,35
597,hərdəm,41,36
598,inan,41,14
599,ləli,41,40
600,qeyri,41,26
601,qəbul,41,30
602,qəmdən,41,35
603,qəmər,41,36
604,ruzi,41,35
605,torpaq,41,21
606,yarın,41,34
607,şükr,41,38
608,əzəldən,41,33
609,anı,40,35
610,atını,40,17
611,canü,40,36
612,daş,40,32
613,doğru,40,34
614,eləyib,40,20
615,eyləməz,40,34
616,gülə,40,24
617,gələr,40,33
618,həmin,40,20
619,mahi,40,37
620,mal,40,20
621,məclis,40,23
622,olubdur,40,35
623,rəhim,40,5
624,seyr,40,36
625,səbr,40,25
626,zahir,40,34
627,əlin,40,36
628,əlində,40,32
629,altı,39,20
630,bеş,39,12
631,dana,39,17
632,götür,39,32
633,ilən,39,31
634,işə,39,26
635,kimin,39,28
636,nihan,39,37
637,odu,39,29
638,surətin,39,33
639,təzə,39,25
640,xoşdur,39,20
641,ürək,39,25
642,alır,38,36
643,aşiqə,38,36
644,canını,38,33
645,deyim,38,21
646,etsə,38,29
647,fəda,38,23
648,həyat,38,32
649,işin,38,27
650,kəsə,38,31
651,parə,38,24
652,tərəfə,38,23
653,yanar,38,25
654,zülm,38,35
655,şərab,38,25
656,ələsgərdən,38,17
657,adını,37,23
658,alməmməd,37,2
659,ayə,37,28
660,başında,37,26
661,burda,37,15
662,bəhri,37,33
663,canə,37,34
664,cür,37,26
665,dal,37,24
666,darı,37,7
667,düşdüm,37,32
668,dеyil,37,19
669,getmə,37,16
670,gеtdi,37,11
671,halı,37,34
672,kamil,37,32
673,saat,37,21
674,sǝn,37,20
675,uzun,37,33
676,viran,37,35
677,çarə,37,35
678,çörək,37,18
679,ələsgərlə,37,14
680,əsər,37,32
681,adamlar,36,15
682,ahü,36,32
683,azad,36,30
684,bağrım,36,31
685,deyə,36,28
686,deyən,36,33
687,ehsan,36,32
688,eyləyən,36,27
689,fikri,36,35
690,gecələr,36,26
691,gedib,36,23
692,gövhər,36,30
693,könlümün,36,32
694,oxudu,36,12
695,pak,36,29
696,qoyma,36,32
697,qönçə,36,34
698,vaxtı,36,20
699,vermə,36,28
700,yada,36,29
701,yaz,36,26
702,yolda,36,31
703,çıxıb,36,30
704,еylə,36,27
705,ayaq,35,27
706,açıldı,35,23
707,bala,35,18
708,bağ,35,27
709,dar,35,31
710,derlər,35,17
711,gözlərin,35,29
712,həmdəm,35,31
713,nar,35,28
714,oldur,35,26
715,qılma,35,34
716,qərq,35,29
717,rəngi,35,30
718,siyah,35,31
719,sözləri,35,22
720,süleyman,35,29
721,uş,35,24
722,xəyal,35,29
723,çıxartdı,35,11
724,üzündə,35,32
725,ələsgərgil,35,10
726,allaha,34,22
727,arasında,34,15
728,aya,34,26
729,badi,34,30
730,bal,34,25
731,birinə,34,24
732,budu,34,27
733,bəzmi,34,29
734,dərdinə,34,30
735,dеyir,34,15
736,eşqi,34,31
737,görmüşəm,34,18
738,gözümdən,34,28
739,hənuz,34,13
740,kişinin,34,12
741,lalə,34,32
742,musa,34,29
743,oldun,34,25
744,olmasın,34,19
745,qoymaz,34,29
746,qızı,34,11
747,çü,34,30
748,özüm,34,25
749,şam,34,24
750,əhlinə,34,29
751,əşi,34,9
752,arvad,33,13
753,ağır,33,24
754,bərabər,33,24
755,eyləmiş,33,21
756,gözləri,33,27
757,hali,33,31
758,hesab,33,22
759,kеçdi,33,14
760,nazik,33,19
761,nişan,33,26
762,olmuşdur,33,21
763,onların,33,22
764,sirrini,33,30
765,sərv,33,31
766,tazə,33,28
767,verə,33,29
768,verən,33,27
769,xeyli,33,28
770,yarə,33,28
771,yolu,33,27
772,çəkmə,33,30
773,əldən,33,31
774,əşk,33,31
775,adlı,32,11
776,ağlar,32,21
777,aşikar,32,29
778,başdan,32,29
779,bilmirəm,32,22
780,cahanı,32,27
781,dağı,32,17
782,deyiləm,32,16
783,din,32,29
784,dərdin,32,27
785,etməz,32,25
786,gözdən,32,28
787,hey,32,20
788,hörmət,32,25
789,kimə,32,25
790,kömək,32,22
791,lakin,32,22
792,li,32,30
793,onlara,32,25
794,pulu,32,9
795,qardaş,32,22
796,qayıtdı,32,11
797,qaşların,32,26
798,qıj,32,2
799,söyün,32,2
800,sözüm,32,26
801,vey,32,10
802,yaradan,32,21
803,yerdən,32,30
804,yəni,32,29
805,yеrə,32,12
806,zövq,32,26
807,çərxi,32,29
808,əlbəttə,32,32
809,əldə,32,28
810,əmə,32,4
811,əql,32,27
812,adın,31,27
813,ayağa,31,22
814,baxdı,31,16
815,birdən,31,19
816,bunlar,31,15
817,dövləti,31,25
818,dövri,31,26
819,dərya,31,27
820,etdin,31,22
821,gərəkdir,31,19
822,kor,31,29
823,külli,31,22
824,kəm,31,29
825,kəsildi,31,13
826,layiq,31,31
827,lazım,31,22
828,necin,31,2
829,olduğun,31,17
830,qalıb,31,22
831,qanı,31,29
832,surət,31,30
833,tapdı,31,27
834,xəndan,31,27
835,yarım,31,28
836,zövqi,31,29
837,zərrə,31,24
838,ən,31,20
839,ad,30,26
840,aç,30,29
841,bilər,30,18
842,bunca,30,27
843,bunun,30,22
844,bəyin,30,12
845,demə,30,26
846,dönüb,30,23
847,dövr,30,26
848,dərdimə,30,28
849,edim,30,23
850,fani,30,24
851,fəğan,30,29
852,gedər,30,26
853,göyçəyə,30,11
854,gənci,30,26
855,gərəkməz,30,7
856,gəz,30,22
857,həqq,30,23
858,işim,30,26
859,kağız,30,10
860,mümkün,30,25
861,nərgisi,30,28
862,oduna,30,28
863,pərvanə,30,25
864,qabağına,30,14
865,qana,30,25
866,qanlı,30,24
867,qaşı,30,26
868,torpağa,30,22
869,xuda,30,28
870,yarəb,30,26
871,yeddi,30,23
872,ölüm,30,21
873,üzündən,30,26
874,şahın,30,17
875,şər,30,27
876,еylədi,30,18
877,asiman,29,22
878,dalınca,29,12
879,demək,29,20
880,dilim,29,26
881,dünyaya,29,24
882,guya,29,28
883,görəsən,29,17
884,göyçə,29,18
885,hüsnünə,29,26
886,köpək,29,8
887,kəbə,29,20
888,məclisdə,29,19
889,oxu,29,18
890,qoyun,29,19
891,qədəm,29,28
892,sayə,29,28
893,səcdə,29,25
894,toya,29,8
895,tən,29,25
896,varmı,29,11
897,vəsli,29,20
898,xəlqə,29,26
899,yaş,29,25
900,adım,28,24
901,aparır,28,8
902,axı,28,14
903,açılsın,28,15
904,aşiqin,28,25
905,bağlı,28,20
906,başın,28,25
907,bilən,28,25
908,bizdən,28,24
909,dilər,28,25
910,dodağın,28,25
911,eylədin,28,16
912,görsə,28,25
913,gözünü,28,22
914,gülüstan,28,25
915,gəh,28,16
916,gəlmədi,28,12
917,h,28,5
918,hacı,28,10
919,hara,28,14
920,huri,28,24
921,hərgiz,28,23
922,hərə,28,17
923,həsrətindən,28,24
924,ilǝ,28,20
925,kimdir,28,24
926,könlü,28,25
927,kəsdi,28,22
928,nǝ,28,22
929,qalan,28,23
930,qılmış,28,24
931,qılıb,28,26
932,qəmin,28,26
933,razı,28,17
934,salmış,28,27
935,sirr,28,24
936,sual,28,24
937,sədəf,28,22
938,tamaşa,28,19
939,türfə,28,26
940,ustad,28,24
941,yaraşır,28,20
942,yoldan,28,21
943,zəhmət,28,23
944,çak,28,21
945,çatanda,28,15
946,ənbər,28,26
947,еşitdi,28,7
948,adəm,27,26
949,birini,27,14
950,boyun,27,26
951,bədən,27,21
952,bəsdir,27,17
953,dolu,27,24
954,dosta,27,23
955,düşəndə,27,21
956,dəstə,27,14
957,dеyim,27,15
958,etmədi,27,18
959,etməyə,27,22
960,eşqində,27,23
961,fəzli,27,22
962,göndərdi,27,16
963,güldü,27,22
964,halın,27,24
965,hazır,27,15
966,kimdən,27,15
967,kimidi,27,6
968,kəndin,27,10
969,meyi,27,23
970,müşkünaz,27,1
971,məhv,27,20
972,nağıya,27,4
973,olasan,27,22
974,onları,27,22
975,pis,27,20
976,qanda,27,26
977,qərar,27,25
978,saf,27,24
979,sübhü,27,13
980,səhnəbanı,27,1
981,sərbəsər,27,19
982,səsi,27,18
983,təki,27,24
984,uzaq,27,24
985,uşaq,27,20
986,yolun,27,22
987,yusifi,27,27
988,zəmanə,27,21
989,çoxdur,27,23
990,ürəyim,27,12
991,şahı,27,23
992,еləyib,27,8
993,acı,26,23
994,aman,26,22
995,asan,26,23
996,atdı,26,21
997,bilsin,26,25
998,buldu,26,23
999,bəndi,26,17
1000,cani,26,24
1001,danışma,26,11
1002,dedin,26,11
1003,didar,26,19
1004,dəhr,26,24
1005,dəmbədəm,26,26
1006,dərs,26,24
1007,eyləsin,26,23
1008,feyzi,26,24
1009,giryan,26,24
1010,göydə,26,19
1011,göyçənin,26,9
1012,göyə,26,22
1013,gеcə,26,11
1014,hüsni,26,19
1015,istədi,26,17
1016,kuyində,26,25
1017,könlümə,26,18
1018,mö,26,23
1019,mǝn,26,21
1020,məhi,26,25
1021,nadan,26,26
1022,naz,26,23
1023,oda,26,24
1024,qamu,26,24
1025,qar,26,20
1026,qədəh,26,21
1027,qətrə,26,18
1028,rəva,26,24
1029,saqın,26,18
1030,sinəsinə,26,13
1031,sor,26,18
1032,söylədi,26,22
1033,tüfəng,26,9
1034,tə,26,24
1035,tələb,26,22
1036,xak,26,18
1037,xali,26,25
1038,xоş,26,9
1039,yandan,26,16
1040,zülfünə,26,22
1041,zərrəcə,26,25
1042,çeşmim,26,25
1043,özündən,26,21
1044,ünsüri,26,3
1045,şeytan,26,20
1046,əzəl,26,24
1047,еvə,26,8
1048,ahu,25,19
1049,arzular,25,8
1050,as,25,11
1051,baxma,25,18
1052,canıma,25,21
1053,dala,25,12
1054,der,25,24
1055,dün,25,24
1056,dünyadan,25,21
1057,dən,25,20
1058,dərdimi,25,20
1059,görcək,25,17
1060,gövhəri,25,23
1061,gülü,25,23
1062,gülün,25,16
1063,gəldilər,25,14
1064,hardasan,25,3
1065,hicr,25,24
1066,hüsn,25,24
1067,həqqi,25,24
1068,inci,25,19
1069,mindi,25,12
1070,mütləq,25,23
1071,məclisə,25,15
1072,məhşər,25,21
1073,neçün,25,17
1074,olmaram,25,8
1075,olsan,25,22
1076,olubdu,25,20
1077,olum,25,22
1078,qohum,25,14
1079,qılan,25,21
1080,rəng,25,21
1081,salma,25,18
1082,seyyid,25,23
1083,sərasər,25,23
1084,tapar,25,20
1085,tərlan,25,23
1086,vəslinə,25,22
1087,xəbərin,25,13
1088,xəlqi,25,19
1089,ədalət,25,23
1090,əşki,25,23
1091,afərin,24,20
1092,ata,24,19
1093,atdan,24,9
1094,atı,24,12
1095,ayağı,24,18
1096,baği,24,17
1097,bağrımı,24,22
1098,bildim,24,24
1099,canlar,24,20
1100,cövhəri,24,21
1101,dastan,24,19
1102,dildən,24,24
1103,düşdülər,24,11
1104,dəf,24,20
1105,dəva,24,23
1106,fəhm,24,19
1107,fələyin,24,18
1108,gözə,24,22
1109,güman,24,21
1110,günün,24,15
1111,gətirib,24,19
1112,halə,24,21
1113,hayıf,24,8
1114,hicrin,24,23
1115,isən,24,21
1116,işlər,24,20
1117,könlünü,24,22
1118,kəndində,24,10
1119,malı,24,20
1120,meyl,24,22
1121,mikayıl,24,3
1122,məhəbbət,24,20
1123,natəvan,24,20
1124,ney,24,20
1125,nökər,24,11
1126,növ,24,19
1127,olacaq,24,13
1128,olsaydı,24,15
1129,oxşar,24,17
1130,pay,24,20
1131,peyda,24,16
1132,qabaq,24,19
1133,qaldım,24,23
1134,qarşı,24,18
1135,qiyamət,24,23
1136,quran,24,18
1137,qədrini,24,13
1138,qəlbim,24,19
1139,rast,24,20
1140,ruhi,24,22
1141,seyri,24,21
1142,suyu,24,19
1143,sözə,24,19
1144,tufan,24,19
1145,təbib,24,23
1146,xumar,24,20
1147,xəta,24,19
1148,yari,24,18
1149,çəkir,24,19
1150,öküz,24,9
1151,ömrüm,24,22
1152,ömür,24,19
1153,üzüm,24,19
1154,şux,24,24
1155,şükür,24,19
1156,əlini,24,20
1157,əlinə,24,19
1158,əlvan,24,21
1159,aqil,23,18
1160,aslan,23,19
1161,ağzı,23,20
1162,bihudə,23,22
1163,bivəfa,23,22
1164,bülbüli,23,23
1165,canın,23,20
1166,cüda,23,20
1167,deyər,23,17
1168,durdu,23,15
1169,dеyin,23,3
1170,elm,23,19
1171,evdə,23,16
1172,fərman,23,18
1173,görməmişəm,23,14
1174,gözlərim,23,22
1175,güllər,23,22
1176,günə,23,20
1177,gəda,23,19
1178,hatəm,23,10
1179,hünər,23,18
1180,hеsab,23,12
1181,ilan,23,20
1182,kar,23,21
1183,keç,23,14
1184,köhnə,23,22
1185,kövsər,23,22
1186,kəndə,23,13
1187,manat,23,6
1188,mətləb,23,21
1189,nahaq,23,20
1190,niqab,23,21
1191,nəfəs,23,20
1192,olanda,23,19
1193,oldular,23,20
1194,onunla,23,15
1195,ox,23,19
1196,qanın,23,21
1197,qatar,23,16
1198,qonşu,23,13
1199,quş,23,20
1200,qış,23,20
1201,rəb,23,14
1202,salar,23,19
1203,seyyida,23,23
1204,sizi,23,12
1205,tənə,23,21
1206,ucundan,23,20
1207,vermiş,23,21
1208,vurar,23,18
1209,vurub,23,23
1210,yadına,23,15
1211,yay,23,20
1212,yaşım,23,21
1213,çeşmeyi,23,22
1214,çin,23,21
1215,öylə,23,20
1216,üzə,23,17
1217,şahlar,23,17
1218,əməl,23,23
1219,ər,23,20
1220,ərşi,23,21
1221,əsir,23,21
1222,əta,23,21
1223,еvinə,23,7
1224,ac,22,18
1225,adama,22,11
1226,ali,22,19
1227,anaxanımın,22,3
1228,and,22,15
1229,artar,22,14
1230,atın,22,14
1231,axırda,22,17
1232,ağzını,22,14
1233,barı,22,18
1234,basdı,22,13
1235,baxanda,22,19
1236,bəxş,22,14
1237,bəşirə,22,7
1238,cananə,22,20
1239,cüt,22,12
1240,dad,22,20
1241,dilbərin,22,20
1242,dilərsən,22,12
1243,doludur,22,10
1244,dönə,22,11
1245,dövründə,22,16
1246,düşən,22,21
1247,dəmadəm,22,19
1248,dəyməz,22,12
1249,edərəm,22,16
1250,eyləyir,22,20
1251,eşitdi,22,14
1252,faş,22,20
1253,fəqr,22,18
1254,gizli,22,21
1255,gözlə,22,8
1256,gözəllərin,22,21
1257,güllə,22,8
1258,gəlmişəm,22,17
1259,gəlsə,22,21
1260,gеdib,22,8
1261,halım,22,21
1262,halını,22,20
1263,haradan,22,14
1264,harda,22,17
1265,hikmət,22,19
1266,hüsnü,22,21
1267,həkim,22,14
1268,həmid,22,3
1269,içindəyəm,22,4
1270,içəri,22,7
1271,kuyin,22,22
1272,könlün,22,22
1273,kəndinə,22,12
1274,lap,22,12
1275,m,22,7
1276,mehman,22,16
1277,meydan,22,13
1278,müddət,22,14
1279,müşkül,22,20
1280,mərdi,22,21
1281,məsti,22,15
1282,naleyi,22,20
1283,nara,22,14
1284,nsan,22,16
1285,nəsiminin,22,22
1286,oynar,22,7
1287,qılmaz,22,15
1288,qılsa,22,17
1289,qədr,22,19
1290,rvaham,22,4
1291,salır,22,20
1292,sin,22,13
1293,sinə,22,17
1294,sultanı,22,19
1295,torpağı,22,11
1296,tərəfdən,22,16
1297,vardı,22,18
1298,verməz,22,14
1299,vəsfini,22,18
1300,vəsl,22,20
1301,vətən,22,18
1302,xalın,22,18
1303,xanə,22,12
1304,xələt,22,19
1305,xəyali,22,21
1306,xеyir,22,11
1307,yanağın,22,22
1308,yandırdı,22,20
1309,şaha,22,18
1310,şəfa,22,17
1311,şəhi,22,19
1312,şərh,22,18
1313,əbəd,22,21
1314,əlli,22,14
1315,əsiri,22,21
1316,əsli,22,21
1317,еylər,22,17
1318,ahim,21,21
1319,alim,21,15
1320,andan,21,18
1321,apardı,21,18
1322,aqibət,21,20
1323,ar,21,21
1324,atlı,21,8
1325,aydır,21,18
1326,ağlı,21,16
1327,bari,21,19
1328,baxıb,21,18
1329,bağlama,21,12
